,Section,Class NBR,Instructor Name,A,B,C,D,F,AU,P,NG,W,I,IP,Pending,Total,Raw,Average,Median,Mode,σ,Semester,Classes
GLG 112L,026,2002,"Beers,Rebecca Louise",15,8,0,0,0,0,0,0,0,0,0,0,23,3.652,4,4,0.48698475355767396,,Spring 2019,GLG 112L
GLG 112L,027,2003,"Wiman,Charlotte",19,6,1,1,0,0,0,0,1,0,0,0,28,3.593,4,4,0.7472647177570733,,Spring 2019,GLG 112L
GLG 112L,028,2004,"Beers,Rebecca Louise",20,2,1,0,0,0,0,0,0,0,0,0,23,3.826,4,4,0.491026190103531,,Spring 2019,GLG 112L
GLG 112L,029,2005,"Park,Rhys",11,6,5,0,3,0,0,0,1,0,0,0,26,2.88,3,4,1.332916601542147,,Spring 2019,GLG 112L
GLG 112L,030,2006,"Gipson,Lindsey A",10,5,0,1,1,0,0,0,2,0,0,0,19,3.294,4,4,1.1599949289950011,,Spring 2019,GLG 112L
GLG 112L,031,2493,"Park,Rhys",21,2,3,1,1,0,0,0,0,0,0,0,28,3.464,4.0,4,1.0708993401928104,,Spring 2019,GLG 112L
GLG 112L,032,2494,"Stevens,Peter Aaron",13,7,1,0,1,0,0,0,1,0,0,0,23,3.409,4.0,4,0.9591211706105855,,Spring 2019,GLG 112L
GLG 112L,033,2495,"Soder,Adrienne B",19,2,5,0,2,0,0,0,0,0,0,0,28,3.286,4.0,4,1.2128064441201947,,Spring 2019,GLG 112L
GLG 112L,034,2671,"Stevens,Peter Aaron",15,3,1,0,4,0,0,0,0,0,0,0,23,3.087,4,4,1.534839152907054,,Spring 2019,GLG 112L
GLG 112L,035,3203,"Wiman,Charlotte",15,5,3,0,0,0,0,0,0,0,0,0,23,3.522,4,4,0.730477130336511,,Spring 2019,GLG 112L
GLG 115,001,5124,"Johnson,Scott Kyle",6,9,10,1,4,0,0,0,0,0,0,0,30,2.4,2.5,2,1.2484473115254693,,Spring 2019,GLG 115
GLG 202,001,8424,"Elliott,David Kenneth",8,4,18,2,0,0,0,0,6,0,0,0,38,2.562,2.0,2,0.9482581654734625,,Spring 2019,GLG 202
GLG 240,001,1731,"Thompson,Lisa Anne",5,9,4,1,3,0,0,0,1,0,0,0,23,2.545,3.0,3,1.299350487094105,,Spring 2019,GLG 240
GLG 315,001,1733,"Reid,Mary",8,12,6,1,0,0,0,0,0,0,0,0,27,3,3,3,0.8320502943378437,,Spring 2019,GLG 315
GLG 324,001,1735,"Smith,Michael Elliot",11,13,2,1,0,0,0,0,1,0,0,0,28,3.259,3,3,0.7642287511246774,,Spring 2019,GLG 324
GLG 350W,001,1865,"Riggs,Nancy Rosalind",6,6,1,0,0,0,0,0,0,0,0,0,13,3.385,3,4,0.6504436355879909,,Spring 2019,GLG 350W
GLG 350W,002,2685,"Riggs,Nancy Rosalind",7,5,0,0,0,0,0,0,0,0,0,0,12,3.583,4.0,4,0.5149286505444373,,Spring 2019,GLG 350W
GLG 440C,001,1901,"Porter,Ryan/Sample,James Clifford/Springer,Abraham E/Tierney,Casey",6,4,0,0,0,0,0,0,0,0,0,0,10,3.6,4.0,4,0.5163977794943222,,Spring 2019,GLG 440C
GLG 440C,002,2688,"Porter,Ryan/Sample,James Clifford/Springer,Abraham E/Tierney,Casey",2,7,3,1,0,0,0,0,0,0,0,0,13,2.769,3,3,0.8320502943378437,,Spring 2019,GLG 440C
GLG 101,001,1752,"Riggs,Nancy Rosalind",10,32,13,13,2,0,0,0,3,0,0,0,73,2.5,3.0,3,1.0460415376794197,,Fall 2019,GLG 101
GLG 102,001,1753,"Umhoefer,Paul John",4,6,1,0,0,0,0,0,2,0,0,0,13,3.273,3,3,0.6466697906828632,,Fall 2019,GLG 102
GLG 103,A,1754,"Riggs,Nancy Rosalind",12,4,2,0,0,0,0,0,1,0,0,0,19,3.556,4.0,4,0.7047921864945658,,Fall 2019,GLG 103
GLG 103,B,1755,"Riggs,Nancy Rosalind",8,7,1,0,0,0,0,0,2,0,0,0,18,3.438,3.5,4,0.6291528696058958,,Fall 2019,GLG 103
GLG 103,C,2058,"Riggs,Nancy Rosalind",12,4,1,0,2,0,0,0,0,0,0,0,19,3.263,4,4,1.2841817655680772,,Fall 2019,GLG 103
GLG 103,D,2698,"Riggs,Nancy Rosalind",15,3,1,0,0,0,0,0,0,0,0,0,19,3.737,4,4,0.5619514869490163,,Fall 2019,GLG 103
GLG 104,A,1751,"Umhoefer,Paul John",6,4,1,0,0,0,0,0,2,0,0,0,13,3.455,4,4,0.6875516509523286,,Fall 2019,GLG 104
GLG 107,002,10704,"Winsor,Kelsey",19,31,10,0,2,0,0,0,3,0,0,0,65,3.048,3.0,3,0.8764200533960367,,Fall 2019,GLG 107
GLG 112,001,1756,"Winsor,Kelsey",40,49,24,5,4,0,0,0,2,0,0,0,124,2.951,3.0,3,0.994634024778045,,Fall 2019,GLG 112
GLG 112,002,1931,"Winsor,Kelsey",52,49,13,5,2,0,0,0,1,0,0,0,122,3.19,3,4,0.9065874621051634,,Fall 2019,GLG 112
GLG 112,003,1998,"Thompson,Lisa Anne",40,102,65,15,16,0,0,0,4,0,0,0,242,2.567,3.0,3,1.0562739418761093,,Fall 2019,GLG 112
GLG 112,004,2026,"Thompson,Lisa Anne",36,107,66,16,12,0,0,0,6,0,0,0,243,2.586,3,3,0.9946398574208187,,Fall 2019,GLG 112
GLG 112,005,2059,"Sample,James Clifford",20,48,54,14,11,0,0,0,6,0,0,0,153,2.354,2,2,1.0714394433020928,,Fall 2019,GLG 112
GLG 112,006,2438,"Ellerbroek,Rebecca Anne",34,49,23,4,9,0,0,0,4,0,0,0,123,2.798,3,3,1.1243064297659706,,Fall 2019,GLG 112
GLG 112L,001,1757,"Joerger,Sarah",17,6,1,2,0,0,0,0,1,0,0,0,27,3.462,4.0,4,0.9046886417224096,,Fall 2019,GLG 112L
GLG 112L,002,3550,"Huisa,Allison A",14,10,2,1,0,0,0,0,1,0,0,0,28,3.37,4,4,0.7916947813271392,,Fall 2019,GLG 112L
GLG 112L,003,1758,"Vote,Kelly Kathleen",17,3,1,1,0,0,0,0,1,0,0,0,23,3.636,4.0,4,0.7895420339517227,,Fall 2019,GLG 112L
GLG 112L,004,3551,"Smith,Joshua Martin",16,4,3,0,0,0,0,0,0,0,0,0,23,3.565,4,4,0.7277666307098063,,Fall 2019,GLG 112L
GLG 112L,005,1759,"Joerger,Sarah",25,2,1,0,0,0,0,0,0,0,0,0,28,3.857,4.0,4,0.44839513942303283,,Fall 2019,GLG 112L
GLG 112L,006,3552,"Huisa,Allison A",12,15,1,0,0,0,0,0,0,0,0,0,28,3.393,3.0,3,0.5669467095138409,,Fall 2019,GLG 112L
GLG 112L,007,1760,"Vote,Kelly Kathleen",18,2,1,0,1,0,0,0,1,0,0,0,23,3.636,4.0,4,0.9534625892455924,,Fall 2019,GLG 112L
GLG 112L,008,3555,"Brickey,Timothy A",17,7,2,1,0,0,0,0,0,0,0,0,27,3.481,4,4,0.8024179982245189,,Fall 2019,GLG 112L
GLG 112L,009,1761,"Lizzo,Christina Nicole",19,3,1,0,0,0,0,0,0,0,0,0,23,3.783,4,4,0.518434859512082,,Fall 2019,GLG 112L
GLG 112L,010,3554,"Kwiatkowski,Chad",23,1,1,1,1,0,0,0,1,0,0,0,28,3.63,4,4,1.005681863909264,,Fall 2019,GLG 112L
GLG 112L,011,1932,"Lizzo,Christina Nicole",20,0,2,0,0,0,0,0,1,0,0,0,23,3.818,4.0,4,0.5884898863364997,,Fall 2019,GLG 112L
GLG 112L,012,3737,"Smith,Joshua Martin",15,5,1,1,0,0,0,0,0,0,0,0,22,3.545,4.0,4,0.8004327833694973,,Fall 2019,GLG 112L
GLG 112L,013,1933,"Vote,Kelly Kathleen",18,4,0,0,3,0,0,0,1,0,0,0,26,3.36,4,4,1.3190905958272918,,Fall 2019,GLG 112L
GLG 112L,014,3738,"Brickey,Timothy A",25,2,0,0,1,0,0,0,0,0,0,0,28,3.786,4.0,4,0.7867957924694432,,Fall 2019,GLG 112L
GLG 112L,015,1934,"Kwiatkowski,Chad",15,5,2,0,1,0,0,0,0,0,0,0,23,3.435,4,4,0.9920633665850978,,Fall 2019,GLG 112L
GLG 112L,016,3963,"Burch,Sara Jane",13,4,4,0,2,0,0,0,0,0,0,0,23,3.13,4,4,1.25424181466106,,Fall 2019,GLG 112L
GLG 112L,017,1937,"Pringle,Claire Kathleen",23,2,1,1,1,0,0,0,0,0,0,0,28,3.607,4.0,4,0.9940297973880049,,Fall 2019,GLG 112L
GLG 112L,018,1938,"Park,Rhys",23,3,0,0,2,0,0,0,0,0,0,0,28,3.607,4.0,4,1.0659471779799345,,Fall 2019,GLG 112L
GLG 112L,019,1999,"Joerger,Sarah",17,4,0,0,2,0,0,0,0,0,0,0,23,3.478,4,4,1.1626601636447695,,Fall 2019,GLG 112L
GLG 112L,020,2000,"Kwiatkowski,Chad",21,4,0,0,1,0,0,0,2,0,0,0,28,3.692,4.0,4,0.8375789285425354,,Fall 2019,GLG 112L
GLG 112L,021,2037,"Berglin,Samantha Kristine",25,2,0,0,1,0,0,0,0,0,0,0,28,3.786,4.0,4,0.7867957924694432,,Fall 2019,GLG 112L
GLG 112L,022,2038,"Smith,Joshua Martin",20,1,1,0,1,0,0,0,0,0,0,0,23,3.696,4,4,0.9261249968991351,,Fall 2019,GLG 112L
GLG 112L,023,2060,"Berglin,Samantha Kristine",21,4,2,0,0,0,0,0,1,0,0,0,28,3.704,4,4,0.6085806194501846,,Fall 2019,GLG 112L
GLG 112L,024,2061,"Burch,Sara Jane",19,7,0,0,0,0,0,0,0,0,0,0,26,3.731,4.0,4,0.4523443208612048,,Fall 2019,GLG 112L
GLG 112L,025,2070,"Stevens,Peter Aaron",19,3,0,0,0,0,0,0,1,0,0,0,23,3.864,4.0,4,0.35125008665710444,,Fall 2019,GLG 112L
GLG 112L,026,2071,"Park,Rhys",20,4,0,0,3,0,0,0,1,0,0,0,28,3.407,4,4,1.2787992943881519,,Fall 2019,GLG 112L
GLG 112L,027,2072,"Schottenfels,Emily Rose",19,1,1,2,0,0,0,0,0,0,0,0,23,3.609,4,4,0.9409439377939295,,Fall 2019,GLG 112L
GLG 112L,028,2081,"Pringle,Claire Kathleen",18,3,2,0,0,0,0,0,0,0,0,0,23,3.696,4,4,0.6349504353380415,,Fall 2019,GLG 112L
GLG 112L,029,2511,"Schottenfels,Emily Rose",13,6,1,0,1,0,0,0,2,0,0,0,23,3.429,4,4,0.9783367810436533,,Fall 2019,GLG 112L
GLG 112L,030,2815,"Huisa,Allison A",11,7,2,1,0,0,0,0,0,0,0,0,21,3.333,4,4,0.8563488385776753,,Fall 2019,GLG 112L
GLG 112L,031,2814,"Burch,Sara Jane",21,7,0,0,0,0,0,0,0,0,0,0,28,3.75,4.0,4,0.44095855184409843,,Fall 2019,GLG 112L
GLG 112L,032,3372,"Pringle,Claire Kathleen",20,2,0,0,0,0,0,0,1,0,0,0,23,3.909,4.0,4,0.29424494316824984,,Fall 2019,GLG 112L
GLG 112L,033,3553,"Stevens,Peter Aaron",19,5,1,1,1,0,0,0,0,0,0,0,27,3.481,4,4,1.0141449740988853,,Fall 2019,GLG 112L
GLG 112L,034,3549,"Lizzo,Christina Nicole",20,6,0,1,0,0,0,0,1,0,0,0,28,3.667,4,4,0.6793662204867574,,Fall 2019,GLG 112L
GLG 112L,035,4664,"Schottenfels,Emily Rose",13,8,0,0,0,0,0,0,2,0,0,0,23,3.619,4,4,0.49761335152811925,,Fall 2019,GLG 112L
GLG 112L,036,4665,"Park,Rhys",15,6,2,0,0,0,0,0,0,0,0,0,23,3.565,4,4,0.6623708763718501,,Fall 2019,GLG 112L
GLG 112L,037,4666,"Berglin,Samantha Kristine",16,3,0,0,1,0,0,0,2,0,0,0,22,3.65,4.0,4,0.9333020044867296,,Fall 2019,GLG 112L
GLG 112L,038,4667,"Stevens,Peter Aaron",18,5,1,1,0,0,0,0,1,0,0,0,26,3.6,4,4,0.7637626158259734,,Fall 2019,GLG 112L
GLG 112L,039,7064,"Brickey,Timothy A",9,6,2,1,2,0,0,0,0,0,0,0,20,2.95,3.0,4,1.3168942730211068,,Fall 2019,GLG 112L
GLG 112L,040,7065,"Dunlap,Katherine N",19,2,2,1,0,0,0,0,0,0,0,0,24,3.625,4.0,4,0.8242255917447338,,Fall 2019,GLG 112L
GLG 115,001,5815,"McKay,Nicholas P",5,9,1,3,2,0,0,0,2,0,0,0,22,2.6,3.0,3,1.3138933706635727,,Fall 2019,GLG 115
GLG 225,001,2001,"Lassiter,Linda S",14,7,2,0,0,0,0,0,0,0,0,0,23,3.522,4,4,0.6653478391304605,,Fall 2019,GLG 225
GLG 240,001,1762,"Riggs,Nancy Rosalind",3,16,2,1,0,0,0,0,1,0,0,0,23,2.955,3.0,3,0.6529984122545218,,Fall 2019,GLG 240
GLG 259,001,1765,"Kaufman,Darrell S/Joyal,Taylor Joseph",6,11,6,1,1,0,0,0,0,0,0,0,25,2.8,3,3,1.0,,Fall 2019,GLG 259
GLG 259L,001,4512,"Kaufman,Darrell S/Joyal,Taylor Joseph",17,4,1,1,0,0,0,0,0,0,0,0,23,3.609,4,4,0.7827184815397382,,Fall 2019,GLG 259L
GLG 309,001,1764,"Wasylenki,Laura E",4,7,7,0,0,0,0,0,0,0,0,0,18,2.833,3.0,3,0.7859052479933757,,Fall 2019,GLG 309
GLG 340,001,5207,"Smith,Michael Elliot",11,11,4,0,0,0,0,0,0,0,0,0,26,3.269,3.0,4,0.7243033788512826,,Fall 2019,GLG 340
GLG 360,001,4568,"Springer,Abraham E",7,4,0,0,0,0,0,0,0,0,0,0,11,3.636,4,4,0.504524979109513,,Fall 2019,GLG 360
GLG 435,001,1767,"Regalla,Christine",7,14,3,0,0,0,0,0,1,0,0,0,25,3.167,3.0,3,0.6370220572706061,,Fall 2019,GLG 435
GLG 451,001,1574,"Springer,Abraham E",10,13,1,0,0,0,0,0,0,0,0,0,24,3.375,3.0,3,0.5757792451369143,,Fall 2019,GLG 451
GLG 470,002,2875,"Reid,Mary/Porter,Ryan",13,10,1,1,0,0,0,0,0,0,0,0,25,3.4,4,4,0.7637626158259734,,Fall 2019,GLG 470
GLG 101,001,2416,"Hoisch,Thomas David",7,14,10,5,2,0,11,0,1,0,0,0,50,2.5,3.0,3,1.1089317966988457,,Spring 2020,GLG 101
GLG 102,001,1720,"Umhoefer,Paul John",20,11,2,3,0,0,1,0,2,0,0,0,39,3.333,4.0,4,0.9258200997725515,,Spring 2020,GLG 102
GLG 103,A,1721,"Hoisch,Thomas David",13,2,2,0,0,0,0,0,0,0,0,0,17,3.647,4,4,0.701888209634219,,Spring 2020,GLG 103
GLG 103,B,1722,"Hoisch,Thomas David",3,5,2,2,1,0,2,0,1,0,0,0,16,2.538,3,3,1.2659242088545832,,Spring 2020,GLG 103
GLG 103,C,4634,"Hoisch,Thomas David",12,2,1,0,0,0,1,0,0,0,0,0,16,3.733,4,4,0.5936168397046637,,Spring 2020,GLG 103
GLG 104,A,1723,"Umhoefer,Paul John",7,4,4,1,0,0,0,0,1,0,0,0,17,3.062,3.0,4,0.9979144919948469,,Spring 2020,GLG 104
GLG 104,B,2285,"Umhoefer,Paul John",10,8,0,1,0,0,1,0,1,0,0,0,21,3.421,4,4,0.7685331969757723,,Spring 2020,GLG 104
GLG 112,002,1816,"Winsor,Kelsey",57,35,12,3,0,0,4,0,6,0,0,0,117,3.364,4,4,0.7937553846435809,,Spring 2020,GLG 112
GLG 112,003,1926,"Winsor,Kelsey",85,45,14,7,10,0,11,0,8,0,0,0,180,3.168,4,4,1.1523672637484137,,Spring 2020,GLG 112
GLG 112,005,1944,"Thompson,Lisa Anne",68,91,39,10,13,0,40,0,6,0,0,0,267,2.864,3,3,1.0869632464513959,,Spring 2020,GLG 112
GLG 112,006,1990,"Thompson,Lisa Anne",32,48,12,4,11,0,12,0,3,0,0,0,122,2.804,3,3,1.2087671275362504,,Spring 2020,GLG 112
GLG 112L,001,1725,"Burch,Sara Jane",6,4,2,0,1,0,1,0,1,0,0,0,15,3.077,3,4,1.1875421719907087,,Spring 2020,GLG 112L
GLG 112L,002,3189,"Pringle,Claire Kathleen",14,6,0,0,0,0,0,0,0,0,0,0,20,3.7,4.0,4,0.47016234598162726,,Spring 2020,GLG 112L
GLG 112L,003,1726,"Riche,Alexis Taylor",13,4,1,0,0,0,0,0,0,0,0,0,18,3.667,4.0,4,0.5940885257860046,,Spring 2020,GLG 112L
GLG 112L,004,3190,"Park,Rhys",18,1,2,0,0,0,2,0,0,0,0,0,23,3.762,4,4,0.6248809410409238,,Spring 2020,GLG 112L
GLG 112L,005,1727,"Burch,Sara Jane",10,5,1,0,1,0,2,0,0,0,0,0,19,3.353,4,4,1.0571882797418488,,Spring 2020,GLG 112L
GLG 112L,006,3191,"Huisa,Allison A",10,5,0,0,1,0,2,0,0,0,0,0,18,3.438,4.0,4,1.0307764064044151,,Spring 2020,GLG 112L
GLG 112L,007,1728,"Donovan,Keegan Matthew",12,4,3,0,0,0,0,0,1,0,0,0,20,3.474,4,4,0.7723284457212329,,Spring 2020,GLG 112L
GLG 112L,008,3192,"Riche,Alexis Taylor",8,2,2,0,3,0,2,0,1,0,0,0,18,2.8,4,4,1.61245154965971,,Spring 2020,GLG 112L
GLG 112L,009,1729,"Patterson,Sela E",18,3,0,0,0,0,1,0,0,0,0,0,22,3.857,4,4,0.3585685828003181,,Spring 2020,GLG 112L
GLG 112L,010,3193,"Smith,Joshua Martin",10,5,2,0,0,0,0,0,0,0,0,0,17,3.471,4,4,0.7174300539794394,,Spring 2020,GLG 112L
GLG 112L,011,1817,"Patterson,Sela E",11,0,0,1,1,0,2,0,1,0,0,0,16,3.462,4,4,1.3301243435223524,,Spring 2020,GLG 112L
GLG 112L,012,3194,"Park,Rhys",8,2,0,1,4,0,1,0,2,0,0,0,18,2.6,4,4,1.804755622554715,,Spring 2020,GLG 112L
GLG 112L,013,1818,"Berglin,Samantha Kristine",11,1,2,0,1,0,1,0,0,0,0,0,16,3.4,4,4,1.1832159566199232,,Spring 2020,GLG 112L
GLG 112L,015,1819,"Hicks,Cyanna Lee",12,2,1,0,0,0,0,0,3,0,0,0,18,3.733,4,4,0.5936168397046637,,Spring 2020,GLG 112L
GLG 112L,016,3196,"Berglin,Samantha Kristine",7,4,1,0,4,0,2,0,0,0,0,0,18,2.625,3.0,4,1.6683325008322931,,Spring 2020,GLG 112L
GLG 112L,017,1861,"Pringle,Claire Kathleen",12,3,1,0,0,0,0,0,1,0,0,0,17,3.688,4.0,4,0.6020797289396148,,Spring 2020,GLG 112L
GLG 112L,018,3188,"Dunlap,Katherine N",13,2,0,0,0,0,0,0,0,0,0,0,15,3.867,4,4,0.3518657752744984,,Spring 2020,GLG 112L
GLG 112L,019,1862,"Berglin,Samantha Kristine",6,4,2,1,1,0,1,0,0,0,0,0,15,2.929,3.0,4,1.2688144505364485,,Spring 2020,GLG 112L
GLG 112L,020,1927,"Smith,Joshua Martin",10,3,1,0,0,0,0,0,1,0,0,0,15,3.643,4.0,4,0.6333236937766509,,Spring 2020,GLG 112L
GLG 112L,021,1928,"Laplant,Paige Elizabeth",9,2,0,1,0,0,0,0,2,0,0,0,14,3.583,4.0,4,0.90033663737852,,Spring 2020,GLG 112L
GLG 112L,022,1930,"Dunlap,Katherine N",9,4,0,0,2,0,0,0,0,0,0,0,15,3.2,4,4,1.3732131246511905,,Spring 2020,GLG 112L
GLG 112L,023,3814,"Dunlap,Katherine N",9,1,1,0,2,0,1,0,1,0,0,0,15,3.154,4,4,1.5191090506255,,Spring 2020,GLG 112L
GLG 112L,024,1954,"Donovan,Keegan Matthew",19,4,1,0,1,0,2,0,0,0,0,0,27,3.6,4,4,0.9128709291752769,,Spring 2020,GLG 112L
GLG 112L,025,1991,"Burch,Sara Jane",7,6,1,3,0,0,1,0,1,0,0,0,19,3,3,4,1.118033988749895,,Spring 2020,GLG 112L
GLG 112L,026,1996,"Huisa,Allison A",12,4,1,0,1,0,3,0,0,0,0,0,21,3.444,4.0,4,1.0416176459053668,,Spring 2020,GLG 112L
GLG 112L,027,1997,"Smith,Joshua Martin",15,3,0,1,1,0,1,0,1,0,0,0,22,3.5,4.0,4,1.1002392084403616,,Spring 2020,GLG 112L
GLG 112L,028,1998,"Huisa,Allison A",8,8,1,0,0,0,1,0,0,0,0,0,18,3.412,3,4,0.6183469424008423,,Spring 2020,GLG 112L
GLG 112L,029,1999,"Riche,Alexis Taylor",12,1,1,1,1,0,0,0,0,0,0,0,16,3.375,4.0,4,1.2583057392117916,,Spring 2020,GLG 112L
GLG 112L,030,2000,"Laplant,Paige Elizabeth",7,2,4,1,2,0,2,0,0,0,0,0,18,2.688,3.0,4,1.4476993242152645,,Spring 2020,GLG 112L
GLG 112L,031,2479,"Donovan,Keegan Matthew",10,0,0,2,2,0,0,0,1,0,0,0,15,3,4.0,4,1.6641005886756874,,Spring 2020,GLG 112L
GLG 112L,032,2480,"Laplant,Paige Elizabeth",7,4,2,1,1,0,0,0,0,0,0,0,15,3,3,4,1.2535663410560174,,Spring 2020,GLG 112L
GLG 112L,033,2481,"Park,Rhys",10,0,0,0,5,0,2,0,0,0,0,0,17,2.667,4,4,1.9518001458970664,,Spring 2020,GLG 112L
GLG 112L,034,2657,"Hicks,Cyanna Lee",11,0,1,0,3,0,0,0,1,0,0,0,16,3.067,4,4,1.6676187756655838,,Spring 2020,GLG 112L
GLG 112L,035,3187,"Pringle,Claire Kathleen",18,2,0,1,0,0,2,0,0,0,0,0,23,3.762,4,4,0.7003400534570263,,Spring 2020,GLG 112L
GLG 112L,036,6516,"Stevens,Peter Aaron",10,0,0,0,1,0,1,0,1,0,0,0,13,3.636,4,4,1.2060453783110545,,Spring 2020,GLG 112L
GLG 112L,037,6517,"Stevens,Peter Aaron",9,3,1,1,0,0,1,0,1,0,0,0,16,3.429,4.0,4,0.9376144618769908,,Spring 2020,GLG 112L
GLG 112L,038,6518,"Hicks,Cyanna Lee",7,3,0,0,7,0,1,0,0,0,0,0,18,2.176,3,4,1.9116515803633993,,Spring 2020,GLG 112L
GLG 112L,040,6520,"Stevens,Peter Aaron",11,1,3,0,0,0,0,0,3,0,0,0,18,3.533,4,4,0.833809387832792,,Spring 2020,GLG 112L
GLG 115,001,5091,"Kaufman,Darrell S",6,10,3,2,0,0,4,0,1,0,0,0,26,2.952,3,3,0.9206622874969125,,Spring 2020,GLG 115
GLG 240,001,1730,"Riggs,Nancy Rosalind",5,5,3,0,2,0,2,0,2,0,0,0,19,2.733,3,4,1.3345232785352157,,Spring 2020,GLG 240
GLG 315,001,1732,"Reid,Mary",3,6,2,2,1,0,2,0,0,0,0,0,16,2.571,3.0,3,1.2224996910042532,,Spring 2020,GLG 315
GLG 324,001,1734,"Smith,Michael Elliot",8,9,1,0,0,0,1,0,0,0,0,0,19,3.389,3.0,3,0.6076849889141857,,Spring 2020,GLG 324
GLG 350W,001,1860,"Riggs,Nancy Rosalind",10,5,0,0,0,0,4,0,1,0,0,0,20,3.667,4,4,0.4879500364742666,,Spring 2020,GLG 350W
GLG 440C,001,1896,"Shillington,Donna J/Porter,Ryan/Thompson,Lisa Anne/Regalla,Christine",10,14,0,0,0,0,0,0,0,0,0,0,24,3.417,3.0,3,0.5036101551853349,,Spring 2020,GLG 440C
GLG 101,001,2304,"Wasylenki,Laura E",2,19,13,3,5,0,0,0,4,0,0,0,46,2.238,2.5,3,1.077701343522606,,Fall 2020,GLG 101
GLG 103,001,2306,"Wasylenki,Laura E/Brickey,Timothy A",11,5,4,1,1,0,0,0,2,0,0,0,24,3.091,3.5,4,1.1509454047327026,,Fall 2020,GLG 103
GLG 103,004,3155,"Wasylenki,Laura E",15,4,0,1,1,0,0,0,1,0,0,0,22,3.476,4,4,1.077916862241593,,Fall 2020,GLG 103
GLG 112,003,2548,"Joyal,Taylor Joseph",65,125,54,20,27,0,0,0,8,0,0,0,299,2.622,3,3,1.1750557492075449,,Fall 2020,GLG 112
GLG 112,004,2576,"Hoisch,Thomas David",25,110,95,33,23,0,0,0,12,0,0,0,298,2.283,2.0,3,1.0463963902229982,,Fall 2020,GLG 112
GLG 112,006,2943,"Hoisch,Thomas David",22,91,76,33,21,0,0,0,13,0,0,0,256,2.247,2,3,1.0779249755114424,,Fall 2020,GLG 112
GLG 112L,001,2309,"Joyal,Taylor Joseph/Hoisch,Thomas David/Patterson,Sela E",19,5,0,2,2,0,0,0,3,0,0,0,31,3.321,4.0,4,1.2488089563755578,,Fall 2020,GLG 112L
GLG 112L,002,3953,"Joyal,Taylor Joseph/Hoisch,Thomas David/Stauffer,Eric Alexander",23,2,3,2,1,0,0,0,1,0,0,0,32,3.419,4,4,1.1187550684693262,,Fall 2020,GLG 112L
GLG 112L,004,3954,"Joyal,Taylor Joseph/Hoisch,Thomas David/Huisa,Allison A",12,4,1,0,5,0,0,0,1,0,0,0,23,2.818,4.0,4,1.651445647689541,,Fall 2020,GLG 112L
GLG 112L,005,2311,"Joyal,Taylor Joseph/Hoisch,Thomas David/Patterson,Sela E",29,1,1,0,1,0,0,0,0,0,0,0,32,3.781,4.0,4,0.7924797748513126,,Fall 2020,GLG 112L
GLG 112L,006,3955,"Joyal,Taylor Joseph/Hoisch,Thomas David/Stauffer,Eric Alexander",21,3,1,1,3,0,0,0,2,0,0,0,31,3.31,4,4,1.3390681268239724,,Fall 2020,GLG 112L
GLG 112L,007,2312,"Joyal,Taylor Joseph/Hoisch,Thomas David/Hager,Jaclyn M",14,4,1,0,4,0,0,0,1,0,0,0,24,3.043,4,4,1.521908516829063,,Fall 2020,GLG 112L
GLG 112L,008,3958,"Joyal,Taylor Joseph/Hoisch,Thomas David/Marshall,Leah P",5,3,0,1,1,0,0,0,1,0,0,0,11,3,3.5,4,1.4142135623730951,,Fall 2020,GLG 112L
GLG 112L,009,2313,"Joyal,Taylor Joseph/Hoisch,Thomas David/Hager,Jaclyn M",15,1,4,1,2,0,0,0,1,0,0,0,24,3.13,4,4,1.358620551284111,,Fall 2020,GLG 112L
GLG 112L,010,3957,"Joyal,Taylor Joseph/Hoisch,Thomas David/Berglin,Samantha Kristine",13,4,2,1,1,0,0,0,0,0,0,0,21,3.286,4,4,1.1464230084422218,,Fall 2020,GLG 112L
GLG 112L,011,2484,"Joyal,Taylor Joseph/Hoisch,Thomas David/Berglin,Samantha Kristine",14,2,3,1,3,0,0,0,1,0,0,0,24,3,4,4,1.4770978917519928,,Fall 2020,GLG 112L
GLG 112L,012,4128,"Joyal,Taylor Joseph/Hoisch,Thomas David/Baransky,Eva J",9,2,6,2,2,0,0,0,3,0,0,0,24,2.667,3,4,1.390443574307614,,Fall 2020,GLG 112L
GLG 112L,014,4129,"Joyal,Taylor Joseph/Hoisch,Thomas David/Marshall,Leah P",16,10,1,1,4,0,0,0,0,0,0,0,32,3.031,3.5,4,1.3556185351724968,,Fall 2020,GLG 112L
GLG 112L,017,2488,"Joyal,Taylor Joseph/Hoisch,Thomas David/Burch,Sara Jane",18,7,3,1,3,0,0,0,0,0,0,0,32,3.125,4.0,4,1.2889105176778741,,Fall 2020,GLG 112L
GLG 112L,018,2489,"Joyal,Taylor Joseph/Hoisch,Thomas David/Burch,Sara Jane",21,6,2,1,2,0,0,0,0,0,0,0,32,3.344,4.0,4,1.1530989102302514,,Fall 2020,GLG 112L
GLG 112L,019,2549,"Joyal,Taylor Joseph/Hoisch,Thomas David/Boaventura,Gabriela",18,1,1,1,3,0,0,0,0,0,0,0,24,3.25,4.0,4,1.4521348601882378,,Fall 2020,GLG 112L
